"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"9/28/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP220930","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP220930","3075.85","credit","Paycheck","Free Checking 2","",""
"9/28/2022","Amazon","Amazon","115.00","credit","Electronics & Software","Cash","","Apple Watch gift card adjustment"
"9/28/2022","Apple Watch","Cash 3:39 AM","250.00","debit","Electronics & Software","Cash","","Apple Watch"
"9/28/2022","Wash n roll","Wash n roll","15.00","debit","Service & Parts","Cash","",""
"9/27/2022","Water and sewer","CHECK","133.75","debit","Water","TOTAL CHECKING","",""
"9/27/2022","ELECTRONIC WITHDRAWAL AMERICANEXPRESS TRANSFER","ELECTRONIC WITHDRAWAL AMERICANEXPRESS TRANSFER","95000.00","debit","Transfer","Free Checking 2","",""
"9/26/2022","Internet transfer from DIGITAL FEDERAL CREDIT UNION DDA account XXXX7393","Internet transfer from DIGITAL FEDERAL CREDIT UNION DDA account XXXX7393","95000.00","credit","Transfer","HYSA","",""
"9/26/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","147.10","debit","Groceries","CREDITCARD Account","",""
"9/26/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","10.99","credit","Groceries","CREDITCARD Account","",""
"9/26/2022","H-E-B #774","H-E-B #774","33.00","debit","Groceries","CREDITCARD Account","",""
"9/26/2022","99 RANCH #1107","99 RANCH #1107","6.57","debit","Snacks","CREDITCARD Account","",""
"9/26/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","14.64","debit","Snacks","CREDITCARD Account","",""
"9/26/2022","EXXONMOBIL 48330005","EXXONMOBIL    48330005","18.16","debit","Gas & Fuel","CREDITCARD Account","",""
"9/26/2022","WYZE LABS INC.","WYZE LABS INC.","205.60","debit","Home Improvement","CREDIT CARD","",""
"9/26/2022","ELECTRONIC WITHDRAWAL FID BKG SVC LLC MONEYLINE 220926","ELECTRONIC WITHDRAWAL FID BKG SVC LLC MONEYLINE 220926","6000.00","debit","Transfer","Free Checking 2","",""
"9/26/2022","CASH CONTRIBUTION CURRENT YEAR (Cash)","CASH CONTRIBUTION CURRENT YEAR (Cash)","6000.00","credit","Deposit","ROTH IRA","",""
"9/25/2022","Amazon","AMZN Mktp US","9.73","credit","Shopping","CREDIT CARD","",""
"9/24/2022","Wal-Mart","WM SUPERCENTER #4163","8.62","debit","Party","CREDITCARD Account","",""
"9/23/2022","Wal-Mart","WAL-MART SUPERCENTERCEDAR PARK          TX","36.76","debit","Party","Blue Cash Everyday®","",""
"9/23/2022","H-E-B #774","H-E-B #774","60.10","debit","Groceries","CREDITCARD Account","",""
"9/22/2022","CAPITAL ONE      MOBILE PMT 3MIH","CAPITAL ONE      MOBILE PMT 3MIH","1000.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/21/2022","DIVIDEND RECEIVED FIDELITY MSCI INFORMATION TECHNOLOGY... (FTEC) (Cash)","DIVIDEND RECEIVED FIDELITY MSCI INFORMATION TECHNOLOGY... (FTEC) (Cash)","1.10","credit","Dividend & Cap Gains","Individual - TOD","",""
"9/21/2022","AMERICANEXPRESS ACCTVERIFY","AMERICANEXPRESS ACCTVERIFY","0.06","credit","Income","Easy Banking Club","",""
"9/21/2022","AMERICANEXPRESS ACCTVERIFY","AMERICANEXPRESS ACCTVERIFY","0.34","credit","Income","Easy Banking Club","",""
"9/21/2022","CHECK","CHECK","50000.00","debit","Transfer","Easy Banking Club","",""
"9/21/2022","CAPITAL ONE MOBILE PYMT AuthDate 20-S ep","CAPITAL ONE MOBILE PYMT AuthDate 20-S ep","1000.00","credit","Credit Card Payment","CREDITCARD Account","",""
"9/21/2022","ICP*NITRO SWIMMING","ICP*NITRO SWIMMING","345.00","debit","Kids Activities","CREDIT CARD","",""
"9/21/2022","Zelle payment from Gopu Raju ALB","Zelle payment from Gopu Raju ALB","10.00","credit","Transfer","TOTAL CHECKING","",""
"9/21/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","673.46","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"9/20/2022","CHECK","CHECK","50000.00","debit","Transfer","Easy Banking Club","",""
"9/20/2022","Amazon","AMZN Mktp US*1M0539YP1","10.81","debit","Shopping","CREDIT CARD","",""
"9/20/2022","DEPOSIT $50000.00 ONLINE DEPOSIT: REF # 60007191","DEPOSIT $50000.00 ONLINE DEPOSIT: REF # 60007191","50000.00","credit","Transfer","Free Checking 2","",""
"9/20/2022","ELECTRONIC WITHDRAWAL RVT*LIBERTY HILL5122605580220919","ELECTRONIC WITHDRAWAL RVT*LIBERTY HILL5122605580220919","52.50","debit","Restaurants","Free Checking 2","",""
"9/20/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","61.70","debit","Investments","Individual - TOD","",""
"9/19/2022","H-E-B #774","H-E-B #774","30.39","debit","Groceries","CREDIT CARD","",""
"9/19/2022","Zelle payment from MANIKANDARAAM","Zelle payment from MANIKANDARAAM","10.00","credit","Transfer","TOTAL CHECKING","",""
"9/19/2022","Zelle payment from BALASUBRAMANI","Zelle payment from BALASUBRAMANI","10.00","credit","Transfer","TOTAL CHECKING","",""
"9/19/2022","Zelle payment from SATHYA DHANDA","Zelle payment from SATHYA DHANDA","10.00","credit","Transfer","TOTAL CHECKING","",""
"9/19/2022","DEPOSIT $50000.00 ONLINE DEPOSIT: REF # 60000449","DEPOSIT $50000.00 ONLINE DEPOSIT: REF # 60000449","50000.00","credit","Transfer","Free Checking 2","",""
"9/19/2022","YOU BOUGHT CATALYST PHARMACEUTICALS INC COM (CPRX) (Cash)","YOU BOUGHT CATALYST PHARMACEUTICALS INC COM (CPRX) (Cash)","391.05","debit","Investments","Individual - TOD","",""
"9/18/2022","Amazon","Amazon.com*1M41H88L1","31.80","debit","Shopping","CREDIT CARD","",""
"9/18/2022","H-E-B #774","H-E-B #774","76.47","debit","Groceries","CREDIT CARD","",""
"9/18/2022","Amazon","Amazon.com*1M2QM88Q1","53.44","debit","Shopping","CREDIT CARD","",""
"9/16/2022","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","1039.50","credit","Paycheck","Easy Banking Club","",""
"9/16/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX49584814J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX49584814J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"9/16/2022","Amazon","AMZN Mktp US","36.99","credit","Clothing","CREDIT CARD","",""
"9/16/2022","Amazon","AMZN Mktp US","15.99","credit","Clothing","CREDIT CARD","",""
"9/16/2022","Amazon","AMZN Mktp US*1M5EJ0VD1","25.97","debit","Shopping","CREDIT CARD","",""
"9/16/2022","BWW CEDAR PARK 624","BWW CEDAR PARK 624","23.47","debit","Restaurants","CREDIT CARD","",""
"9/16/2022","H-E-B #774","H-E-B #774","29.75","debit","Groceries","CREDIT CARD","",""
"9/16/2022","ELECTRONIC DEPOSIT - AMERICANEXPRESS ACCTVERIFY","ELECTRONIC DEPOSIT - AMERICANEXPRESS ACCTVERIFY","0.40","credit","Income","Free Checking 2","",""
"9/16/2022","ELECTRONIC DEPOSIT - AMERICANEXPRESS ACCTVERIFY","ELECTRONIC DEPOSIT - AMERICANEXPRESS ACCTVERIFY","0.04","credit","Income","Free Checking 2","",""
"9/16/2022","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","7512.50","debit","Investments","Individual - TOD","",""
"9/16/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","658.00","debit","Investments","Individual - TOD","",""
"9/16/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","9212.00","debit","Investments","Individual - TOD","",""
"9/15/2022","Amazon","AMZN Mktp US*1M3QQ71G1","7.58","debit","Shopping","CREDIT CARD","",""
"9/15/2022","TST* KING & CARDINAL - CE","TST* KING & CARDINAL - CE","44.53","debit","Restaurants","CREDIT CARD","",""
"9/15/2022","Amazon","AMZN Mktp US*1M5KX41Y1","8.65","debit","Shopping","CREDIT CARD","",""
"9/15/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","1129.69","credit","Credit Card Payment","CREDIT CARD","",""
"9/15/2022","VIOC 070099","VIOC 070099","99.78","debit","Service & Parts","CREDIT CARD","",""
"9/15/2022","Amazon","AMZN Mktp US*1M61F9CL0","29.13","debit","Shopping","CREDIT CARD","",""
"9/15/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","768.96","credit","Paycheck","TOTAL CHECKING","",""
"9/15/2022","Payment to Chase card ending in","Payment to Chase card ending in","1129.69","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/15/2022","ELECTRONIC WITHDRAWAL AMEX EPAYMENT   ACH PMT   220915","ELECTRONIC WITHDRAWAL AMEX EPAYMENT   ACH PMT   220915","312.10","debit","Credit Card Payment","Free Checking 2","",""
"9/14/2022","MOBILE PAYMENT - THANK YOU","MOBILE PAYMENT - THANK YOU","312.10","credit","Credit Card Payment","Blue Cash Everyday®","",""
"9/14/2022","Amazon","AMZN Mktp US*1F7K17U40","16.23","debit","Shopping","CREDIT CARD","",""
"9/14/2022","Amazon","AMZN Mktp US*1F3YJ25F2","10.72","debit","Shopping","CREDIT CARD","",""
"9/14/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP220915","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP220915","3075.86","credit","Paycheck","Free Checking 2","",""
"9/14/2022","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","15992.00","debit","Investments","Individual - TOD","",""
"9/14/2022","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","1603.00","debit","Investments","Individual - TOD","",""
"9/14/2022","YOU SOLD W&T OFFSHORE INC (WTI) (Cash)","YOU SOLD W&T OFFSHORE INC (WTI) (Cash)","8842.94","credit","Sell","Individual - TOD","",""
"9/14/2022","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","14382.00","debit","Investments","Individual - TOD","",""
"9/14/2022","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","YOU BOUGHT SALESFORCE INC COM (CRM) (Cash)","7962.00","debit","Investments","Individual - TOD","",""
"9/14/2022","YOU BOUGHT CATALYST PHARMACEUTICALS INC COM (CPRX) (Cash)","YOU BOUGHT CATALYST PHARMACEUTICALS INC COM (CPRX) (Cash)","152.80","debit","Investments","Individual - TOD","",""
"9/13/2022","INTEREST PAYMENT","INTEREST PAYMENT","2.04","credit","Interest Income","Easy Banking Club","",""
"9/13/2022","WWW*PHONEINDIA.COM  866-535-8095        GA","WWW*PHONEINDIA.COM  866-535-8095        GA","4.99","debit","Entertainment","Blue Cash Everyday®","",""
"9/12/2022","Electronic Payment","Electronic Payment","32.00","debit","Credit Card Payment","Easy Banking Club","",""
"9/12/2022","TXTAG 888 468 9824","TXTAG 888 468 9824","10.00","debit","Travel","CREDITCARD Account","",""
"9/12/2022","STARBUCKS T4 S3 PHX","STARBUCKS T4 S3 PHX","6.46","debit","Coffee Shops","CREDITCARD Account","",""
"9/12/2022","CHUTNEYS INDIAN CUISIN","CHUTNEYS INDIAN CUISIN","22.48","debit","Restaurants","CREDITCARD Account","",""
"9/12/2022","99 RANCH #1107","99 RANCH #1107","5.79","debit","Groceries","CREDIT CARD","",""
"9/12/2022","H-E-B #774","H-E-B #774","45.23","debit","Groceries","CREDIT CARD","",""
"9/12/2022","99 RANCH #1107","99 RANCH #1107","4.58","debit","Fast Food","CREDIT CARD","",""
"9/12/2022","99 RANCH #1107","99 RANCH #1107","13.04","debit","Groceries","CREDIT CARD","",""
"9/12/2022","CIRCLE K #2741560","CIRCLE K #2741560","42.77","debit","Gas & Fuel","CREDIT CARD","",""
"9/12/2022","YOU SOLD NIO INC SPON ADS EACH REP 1 ORD SHS ... (NIO) (Cash)","YOU SOLD NIO INC SPON ADS EACH REP 1 ORD SHS ... (NIO) (Cash)","4219.90","credit","Sell","Individual - TOD","",""
"9/12/2022","DIVIDEND RECEIVED as of 09/10/2022 TARGET CORP (TGT) (Cash)","DIVIDEND RECEIVED as of 09/10/2022 TARGET CORP (TGT) (Cash)","32.40","credit","Dividend & Cap Gains","Individual - TOD","",""
"9/11/2022","UBER   TRIP","UBER   TRIP","3.00","debit","Ride Share","CREDIT CARD","",""
"9/11/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","10.77","debit","Fast Food","CREDIT CARD","",""
"9/11/2022","UBER   TRIP","UBER   TRIP","15.46","debit","Ride Share","CREDIT CARD","",""
"9/11/2022","UBER   TRIP","UBER   TRIP","3.00","debit","Ride Share","CREDIT CARD","",""
"9/11/2022","UBER   TRIP","UBER   TRIP","17.76","debit","Ride Share","CREDIT CARD","",""
"9/11/2022","COSTCO WHSE #1152","COSTCO WHSE #1152","61.12","debit","Groceries","CREDIT CARD","",""
"9/09/2022","DB WORLD FOODS","DB WORLD FOODS","10.38","debit","Groceries","CREDITCARD Account","",""
"9/09/2022","Amazon","AMZN Mktp US*1V8J51UV2","4.76","debit","Shopping","CREDIT CARD","",""
"9/09/2022","Amazon","AMZN Mktp US*1F3EW0BT1","20.45","debit","Shopping","CREDIT CARD","",""
"9/09/2022","Amazon","AMZN Mktp US*1F3WK2AR0","25.00","debit","Shopping","CREDIT CARD","",""
"9/09/2022","YOU SOLD TESLA INC COM (TSLA) (Cash)","YOU SOLD TESLA INC COM (TSLA) (Cash)","44733.47","credit","Sell","Individual - TOD","",""
"9/08/2022","H-E-B #774","H-E-B #774","77.49","debit","Groceries","CREDITCARD Account","",""
"9/07/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","673.46","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"9/06/2022","SQ *QUALITY HALAL MARK","SQ *QUALITY HALAL MARK","4.60","debit","Groceries","CREDITCARD Account","",""
"9/06/2022","SQ *NALA'S CEDAR PARK","SQ *NALA'S CEDAR PARK","13.00","debit","Restaurants","CREDITCARD Account","",""
"9/06/2022","Pedernales_Elec  ELEC_BILL","Pedernales_Elec  ELEC_BILL","152.75","debit","Electricity","TOTAL CHECKING","",""
"9/06/2022","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 090222","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 090222","2652.55","debit","Mortgage & Rent","Free Checking 2","",""
"9/05/2022","TXTAG 888 468 9824","TXTAG 888 468 9824","10.00","debit","Travel","CREDITCARD Account","",""
"9/05/2022","H-E-B #774","H-E-B #774","21.62","debit","Groceries","CREDITCARD Account","",""
"9/05/2022","EXXONMOBIL 99136251","EXXONMOBIL    99136251","47.12","debit","Gas & Fuel","CREDITCARD Account","",""
"9/05/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","45.67","debit","Groceries","CREDITCARD Account","",""
"9/04/2022","Charter Services","Charter Services","50.25","debit","Internet","CREDIT CARD","",""
"9/04/2022","DIRECT PROPANE","DIRECT PROPANE","29.79","debit","Utilities","CREDIT CARD","",""
"9/03/2022","IKEA ROUND ROCK","IKEA ROUND ROCK","484.48","debit","Furnishings","CREDITCARD Account","",""
"9/03/2022","BAMBOOBIRYANIBOWL&GRIL","BAMBOOBIRYANIBOWL&GRIL","102.78","debit","Restaurants","CREDITCARD Account","",""
"9/02/2022","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","1039.50","credit","Paycheck","Easy Banking Club","",""
"9/02/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX25558344J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX25558344J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"9/02/2022","PAYPAL *SAIREGION10 8323146023          TX","PAYPAL *SAIREGION10 8323146023          TX","200.00","debit","Shopping","Blue Cash Everyday®","",""
"9/02/2022","DOMINO'S 6383","DOMINO'S 6383","12.97","debit","Fast Food","CREDITCARD Account","",""
"9/02/2022","Amazon","AMZN Mktp US*HV8PB5WI3","12.23","debit","Shopping","CREDIT CARD","",""
"9/02/2022","NITRO SWIMMING CP","NITRO SWIMMING CP","227.25","debit","Kids Activities","CREDIT CARD","",""
"9/02/2022","Amazon","AMZN Mktp US*HG9J74633","17.53","debit","Shopping","CREDIT CARD","",""
"9/01/2022","Wal-Mart","WALMART.COM AA      WALMART.COM         AR","37.88","debit","Party","Blue Cash Everyday®","",""
"9/01/2022","Amazon","AMZN Mktp US*237SK4EL3","4.10","debit","Shopping","CREDIT CARD","",""
"9/01/2022","Amazon","AMZN Mktp US*MI09V74B3","9.73","debit","Shopping","CREDIT CARD","",""
"9/01/2022","DIVIDEND RECEIVED INTEL CORP COM USD0.001 (INTC) (Cash)","DIVIDEND RECEIVED INTEL CORP COM USD0.001 (INTC) (Cash)","62.05","credit","Dividend & Cap Gains","Individual - TOD","",""
"8/31/2022","INTEREST PAID","INTEREST PAID","0.16","credit","Interest Income","ONLINE SAVINGS","",""
"8/31/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","0.01","credit","Interest Income","Individual - TOD","",""
"8/31/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","0.01","credit","Interest Income","Individual - TOD","",""
"8/31/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT FULTON BANK ... (QHFDQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT FULTON BANK ... (QHFDQ) (Cash)","0.29","credit","Interest Income","Individual - TOD","",""
"8/31/2022","NEBRASKA FURNITURE MAR","NEBRASKA FURNITURE MAR","541.23","credit","Furnishings","Cash","",""
"8/31/2022","HOMEDEPOT.COM","HOMEDEPOT.COM","248.24","debit","Home Improvement","CREDITCARD Account","",""
"8/31/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","768.96","credit","Paycheck","TOTAL CHECKING","",""
"8/31/2022","DIVIDEND","DIVIDEND","5.12","credit","Investments","Primary Savings 1","",""
"8/31/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","34.37","credit","Dividend & Cap Gains","Individual - TOD","",""
"8/31/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","34.37","debit","Investments","Individual - TOD","",""
"8/31/2022","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.19","debit","Investments","Health Savings Account","",""
"8/31/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.19","credit","Dividend & Cap Gains","Health Savings Account","",""
"8/30/2022","DB WORLD FOODS","DB WORLD FOODS","32.55","debit","Groceries","CREDITCARD Account","",""
"8/30/2022","SOUTHWES  XXXXXXXXXX","SOUTHWES  XXXXXXXXXX","465.95","debit","Air Travel","CREDITCARD Account","",""
"8/30/2022","CAPITAL ONE      MOBILE PMT 3MDT","CAPITAL ONE      MOBILE PMT 3MDT","256.45","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/30/2022","Amazon","Amazon.com*6O2SV7MW3","2.47","debit","Shopping","CREDIT CARD","",""
"8/30/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","574.20","debit","Investments","Individual - TOD","",""
"8/30/2022","YOU BOUGHT MICRON TECHNOLOGY INC (MU) (Cash)","YOU BOUGHT MICRON TECHNOLOGY INC (MU) (Cash)","1139.37","debit","Investments","Individual - TOD","",""
"8/29/2022","Wal-Mart","WALMART.COM AA      WALMART.COM         AR","40.09","debit","Party","Blue Cash Everyday®","",""
"8/29/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","78.25","debit","Groceries","CREDITCARD Account","",""
"8/29/2022","CAPITAL ONE MOBILE PYMT AuthDate 29-A ug","CAPITAL ONE MOBILE PYMT AuthDate 29-A ug","256.45","credit","Credit Card Payment","CREDITCARD Account","",""
"8/29/2022","H-E-B #774","H-E-B #774","62.04","debit","Groceries","CREDITCARD Account","",""
"8/29/2022","MAN PASAND SUPERMARKET","MAN PASAND SUPERMARKET","17.59","debit","Fast Food","CREDITCARD Account","",""
"8/29/2022","Amazon","Amazon Prime*O32ZV9SG3","8.11","debit","Shopping","CREDIT CARD","",""
"8/29/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP220831","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP220831","3075.85","credit","Paycheck","Free Checking 2","",""
"8/29/2022","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","YOU BOUGHT W&T OFFSHORE INC (WTI) (Cash)","7875.20","debit","Investments","Individual - TOD","",""
"8/29/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","8484.30","debit","Investments","Individual - TOD","",""
"8/29/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","16920.00","debit","Investments","Individual - TOD","",""
"8/29/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","8452.50","debit","Investments","Individual - TOD","",""
"8/29/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","8442.00","debit","Investments","Individual - TOD","",""
